StationName,SiteCode,Latitude,Longitude,Datum
Secret Ravine,519SCRAMR,38.75998,-121.25744,NAD83
Chicarita Creek downstream of Evening Creek Road,906CCECRx,32.96208,-117.09339,WGS84
Kitchen Creek Approximately 1/2 mile below KC-BCF,911KCKTC5,32.723225,-116.490296,WGS84
Kitchen Creek at Kitchen Creek Road,911KCKCRx,32.78751,-116.451054,WGS84
Los Penasquitos Creek 4,906LPLPC4,32.93701,-117.13818,NAD83
Los Penasquitos Creek 5,906LPLPC5,32.94421,-117.10801,NAD83
Middle Cottonwood Creek Below Morena Lake,911MCCBML,32.67583,-116.58306,WGS84
Pine Creek upstream of Old HWY 80 crossing.,911PCH80x,32.83719,-116.53636,WGS84
Rainbow Creek upstream of Willow Glen Road,902RCWGRx,33.40725,-117.19969,NAD83
San Diego River 9,907SDSDR9,32.83894,-117.04535,NAD83
Big Chico Creek One Mile Recreation Area,504BCCOMR,39.73623,-121.82928,NAD83
Post Creek above Rattlesnake Cr.,106MJE008,40.39161,-123.27622,NAD83
Baldwin Creek above 2nd xing Wilson Hill Rd,507BWCWHR,40.46405,-121.88817,NAD83
Upper NF Antelope Creek,509MJR099,40.28148,-121.75996,NAD83
Beegum Creek above Cottonwood Cr.,524MJR004,40.36557,-122.74745,NAD83
Brannan Creek above Willow Cr.,111MJE010,40.94707,-123.66389,NAD83
"Cottonwood Cr., MF above Fiddler Cr.",524MJR006,40.34174,-122.69402,NAD83
"Cottonwood Creek, MF ~0.2mi below Beegum Cr.",524MJR003,40.3651,-122.74099,NAD83
"Cottonwood Creek, MF ~1.3mi above Beegum Cr.",524MJR001,40.37299,-122.75684,NAD83
"Cottonwood Creek, MF ~2mi above Beegum Cr.",524MJR002,40.37578,-122.75315,NAD83
Lower NF Antelope Creek,509MJR091,40.2664,-121.82626,NAD83
Redwood Creek ~0.4mi above SF Eel River,111MJE005,40.12311,-123.8424,NAD83
Salmon Creek ~4mi above Pine Dr.,111MJE003,40.23387,-123.91645,NAD83
"Sprout Creek, WF above main stem",111MJE006,40.04045,-123.86707,NAD83
Unnamed Trib. to Salmon Creek,111MJE004,40.23447,-123.91526,NAD83
Four Canyons ~1.6mi above SFKR,554T07001,36.33622,-118.17042,NAD83
Kern Peak Stringer ~1.2mi above SFKR,554T12001,36.34097,-118.27427,NAD83
"Kern River, SF ~0.3mi below Hessian Mdw. Cr.",554BSC005,36.21622,-118.17658,NAD83
"Kern River, SF ~0.6mi below Four Cyns. Cr.",554SFKR03,36.32498,-118.19123,NAD83
"Kern River, SF ~1.5mi above Hessian Mdw. Cr.",554BSC001,36.23559,-118.18712,NAD83
"Kern River, SF ~1mi above Tunnel Mdws.",554ARC002,36.39605,-118.2475,NAD83
"Kern River, SF above Ramshaw Mdws.",554SFKR06,36.35884,-118.27898,NAD83
"Kern River, SF below Four Cyns. Cr.",554SFKR04,36.33198,-118.19073,NAD83
"Kern River, SF below Schaeffer Stringer",554SFKR01,36.26533,-118.19878,NAD83
"Kern River, SF lower Ramshaw Mdws.",554SFKR05,36.34378,-118.24258,NAD83
Lewis Stringer ~0.7mi above SFKR,554T10001,36.32906,-118.24142,NAD83
Monache Cree ~0.8mi above Hessian Mdw. Cr.,554BSC003,36.22922,-118.15741,NAD83
Movie Stringer above Templeton Mdws,554T09001,36.31512,-118.23823,NAD83
Mulkey Creek ~0.8mi above SFKR,554T08001,36.34624,-118.20226,NAD83
Mulkey Creek ~1.7mi below Bullfrog Mdw. Cr.,554ARC003,36.38597,-118.21204,NAD83
Mulkey Creek above Bullfrog Mdw. Cr.,554ARC004,36.40142,-118.2056,NAD83
Schaeffer Stringer ~1mi above SFKR,554T01001,36.27311,-118.212,NAD83
Soda Creek ~1.5mi above SFKR,554BSC004,36.21729,-118.19466,NAD83
Strawberry Creek ~1.5mi above SFKR,554T03001,36.30038,-118.20038,NAD83
"Strawberry Creek ~4mi above Kern River, SF",554T03003,36.30817,-118.23866,NAD83
Unnamed Trib (Bell Camp Mdw) at Brown Mdw. Cr.,554T05001,36.30018,-118.16364,NAD83
Unnamed Trib to SRKR above Tunnel Mdws.,554ARC006,36.38668,-118.24721,NAD83
Unnamed Trib to Strawberry Cr. ~1.3mi above Strawberry Cr.,554T04001,36.30078,-118.22786,NAD83
Agua Hedionda Creek Site 1 Upstream Control,904AHC001,33.14836,-117.28743,WGS84
Agua Hedionda Creek Site 3 above El Camino Real,904AHC003,33.14968,-117.2937,WGS84
Agua Hedionda Creek Site 4 below El Camino Real,904AHC004,33.14909,-117.29754,WGS84
Lassen Creek above RR Tracks,527LC1xxx,41.89157,-120.35937,NAD83
Arroyo Simi near Llevarancho Rd above armored reach,408BH5Axx,34.28327,-118.81091,NAD83
Arroyo Simi near Llevarancho Rd below armored reach,408BH5Cxx,34.28098,-118.81234,NAD83
Arroyo Simi near Llevarancho Rd within armored reach,408BH5Bxx,34.28236,-118.81168,NAD83
Big Tujunga Wash above armored reach,412BH1Axx,34.27392,-118.31529,NAD83
Big Tujunga Wash below armored reach,412BH1Cxx,34.272764,-118.3222,NAD83
Conejo Creek above armored reach,408BH6Axx,34.2037,-119.00141,NAD83
Conejo Creek below armored reach,408BH6Cxx,34.2008,-119.00101,NAD83
E. Fork San Gabriel above armored reach,405BH3Axx,34.22984,-117.7719,NAD83
E. Fork San Gabriel within armored reach,405BH3Bxx,34.23009,-117.7754,NAD83
Hahamunga above armored reach,412BH4Axx,34.20695,-118.16815,NAD83
Hahamunga below armored reach,412BH4Cxx,34.20503,-118.16632,NAD83
Hahamunga within armored reach,412BH4Bxx,34.20653,-118.16651,NAD83
W. Fork San Gabriel above armored reach,405BH2Axx,34.2429,-117.8732,NAD83
Antelope Creek North Fork at Ponderosa Way.,508ACNFPW,40.28078,-121.76447,NAD83
"Antelope Creek, NF",509ACNFPP,40.24167,-121.8625,NAD83
Big Chico Creek,509BCCH32,40.07254,-121.59867,NAD83
Butte Creek Doe Mill Road,521BCDMRx,39.90889,-121.61836,NAD83
Butte Creek Honey Run Bridge,520BCHRxx,39.72206,-121.71108,NAD83
Dye Creek off Foothill Road.,504DCFRxx,40.10556,-122.03797,NAD83
Butte Creek Rich Bar Road,521BCRBRx,39.76694,-121.67278,NAD83
Clear Creek at Penn Valley Drive.,517CCPVDx,39.19806,-121.16944,NAD83
Clover Creek @Ponderosa way,507CCPWxx,40.70222,-121.91889,NAD83
Cottonwood Creek XX,509CWCPLR,40.20959,-121.927,NAD83
"Cow Creek, South at Ponderosa Way",507SCCPWx,40.60702,-121.85347,NAD83
Deer Creek at Ponderosa Way,509DCPWxx,40.06961,-121.70886,NAD83
Dry Creek at Dry Creek Road.,520DCDCRx,39.6798,-121.74228,NAD83
Galen Creek at Galen Ridge Road.,518GCGRRx,39.65625,-121.39967,NAD83
Little Chico Creek at Schott Road.,504LCCSRx,39.88611,-121.64944,NAD83
Martin Creek at Galen Ridge Road.,518MCGRRx,39.6543,-121.39373,NAD83
Old Cow creek Old Cow Creek @Fern Rd.,507OCCFRx,40.67889,-121.87167,NAD83
Squaw Hollow Creek at Oak Hill Road.,519SHCOHR,38.67056,-120.77639,NAD83
Squirrel Creek at Western Gateway.,520SQCWGx,39.20374,-121.19025,NAD83
Stoney Creek Mill Creek,522MFSCMC,39.38014,-122.65053,NAD83
Sweetwater Creek at Salmon Falls Road.,514WSCSFR,38.75083,-121.04917,NAD83
Wolf Creek at Old Auburn Road.,520WCOARx,39.15604,-121.07695,NAD83
Wolf Creek off Kiwi Road.,515WCKRxx,39.13504,-121.08205,NAD83
San Diego River Downstream Boundary of Mission Trails Regional Park,907SDRMTx,32.818853,-117.066092,WGS84
Alisal Creek along N. Madeira Dr.,309ALCR01,36.681063,-121.636363,NAD83
Alisal Creek at Work Circle S. of 101,309ALCR02,36.669381,-121.638428,NAD83
Alisal Creek off Beverly Dr.,309ALCR03,36.667485,-121.625239,NAD83
Alisal Creek S. of Moffett St.,309ALCR04,36.65979,-121.617387,NAD83
Arcade Creek 07,511AC0007,38.6875,-121.6875,NAD83
Arcade Creek 1,519AC0001,38.625,-121.45556,NAD83
Arcade Creek 10,519AC0010,38.68806,-121.26472,NAD83
Arcade Creek 2,519AC0002,38.63028,-121.41639,NAD83
Arcade Creek 8,519AC0008,38.68389,-121.29111,NAD83
Arcade Creek 3,519AC0003,38.64111,-121.38222,NAD83
Arcade Creek 4,519AC0004,38.64389,-121.35000000000001,NAD83
Arcade Creek 5,519AC0005,38.66028,-121.33611,NAD83
Arcade Creek below Norwood Ave.,519AC001A,38.6213,-121.465,NAD83
Arcade Creek 6,519AC0006,38.68333,-121.32528,NAD83
Arcade Creek 9,519AC0009,38.68417,-121.27583,NAD83
Between Main St Channels E & W,312SM08xx,34.95383,-120.47218,NAD83
Channelized ditch at Manzanita Berry Farm,312SM07xx,34.9604,-120.48508,NAD83
Contra Costa Canal ~0.4mi above San Joaquin River,544CCCK01,38.01526,-121.83992,NAD83
Del Puerto Creek Above Hwy 33,541DPC4xx,37.51194,-121.16056,NAD83
Contra Costa Canal ~0.7mi above San Joaquin River,544CCCK02,38.01488,-121.84045,NAD83
Del Puerto Creek Below Elm Ave.,541DPC2xx,37.53417,-121.12944,NAD83
Del Puerto Creek Below Vineyard Rd.,541DPC3xx,37.52222,-121.14833,NAD83
Del Puerto Creek Upstream of confluence w/San Joaquin River,541DPC1xx,37.54028,-121.11861,NAD83
"Del Puerto Creek Upstream of I-5, off Del Puerto Canyon Rd.",542DPC5xx,37.48306,-121.21139,NAD83
Gabilan Creek above E. Laurel Dr.,309GBCR04,36.69268,-121.62926,NAD83
Gabilan Creek above N. Davis Rd,309GBCR01,36.68585,-121.67356,NAD83
Gabilan Creek above of Rico St.,309GBCR02,36.68254,-121.66132,NAD83
Gabilan Creek above Sherwood Dr.,309GBCR03,36.68505,-121.6474,NAD83
Gabilan Creek below Lexington Dr.,309GBCR05,36.7038,-121.62157,NAD83
Kaseberg Creek ~0.5mi above Fiddyment Rd.,519KBC11A,38.78071,-121.3552,NAD83
Kaseberg Creek ~2.6mi above Fiddyment Rd.,519KBCR12,38.76652,-121.33944,NAD83
Kaseberg Creek above Country Club Dr.,519KBCR15,38.76415,-121.3228,NAD83
Kaseberg Creek above Fiddyment Rd.,519KBCR10,38.78382,-121.35748,NAD83
Kaseberg Creek below Country Club Dr.,519KBCR14,38.76482,-121.32569,NAD83
Kaseberg Creek Trib 1 ~0.7mi above mainstem,519KBCR11,38.77529,-121.34203,NAD83
Kaseberg Creek Trib 2 ~0.5mi above mainstem,519KBC17A,38.76761,-121.34759,NAD83
Kaseberg Creek Trib 2 ~1.1mi above mainstem,519KBCR16,38.76321,-121.34216,NAD83
Kaseberg Creek Trib 2 above Woodcreek Oaks Blvd.,519KBCR17,38.75906,-121.33251,NAD83
Kirker Creek ~0.2mi below Buchanan Rd,207KRCK10,38.00018,-121.88905,NAD83
Kirker Creek ~0.3mi above Buchanan Rd,207KRCK12,37.99459,-121.8941,NAD83
Kirker Creek ~0.3mi below Buchanan Rd,207KRCK09,38.00124,-121.88774,NAD83
Kirker Creek ~0.3mi below Hwy 4,207KRCK05,38.01649,-121.86965,NAD83
Kirker Creek ~0.6mi above Buchanan Rd,207KRCK13,37.99101,-121.89491,NAD83
Kirker Creek ~0.7mi below Buchanan Rd,207KRCK08,38.00512,-121.88454,NAD83
Kirker Creek ~1mi above Buchanan Rd,207KRCK14,37.98611,-121.89626,NAD83
Kirker Creek above East Leland Rd.,207KRCK07,38.00779,-121.88177,NAD83
Kirker Creek below Buchanan Rd,207KRCK11,37.99846,-121.89131,NAD83
Kirker Creek below East Leland Rd.,207KRCK06,38.01065,-121.87904,NAD83
Kirker Creek below Loveridge Rd,207KRCK03,38.01465,-121.85811,NAD83
Kirker Creek below Pittsburg Antioch Hwy,207KRCK04,38.01832,-121.86893,NAD83
Little Oso Flaco Creek downstream of RR,312SM09xx,35.02274,-120.58887,NAD83
Merced River above Lander Ave.,535MER1xx,37.36417,-120.85028,NAD83
Merced River at Merced Falls Rd. below dam,535MER6xx,37.5175,-120.395,NAD83
Merced River at Oakdale Rd.,535MER4xx,37.45389,-120.60944,NAD83
Merced River at Sante Fe Rd.,535MER3xx,37.42722,-120.67389,NAD83
Merced River at Snelling Rd.,535MER5xx,37.46972,-120.50278,NAD83
Merced River below Rte 99,535MER2xx,37.39528,-120.75139,NAD83
Natividad Creek above Gee St.,309NVCR01,36.69022,-121.62133,NAD83
Natividad Creek below E. Boronda Rd.,309NVCR04,36.70202,-121.60262,NAD83
Natividad Creek below Freedom Pkwy,309NVCR03,36.69919,-121.6101,NAD83
Natividad Creek below Las Casitas Dr.,309NVCR02,36.69512,-121.61539,NAD83
Orcutt Creek upstream of Brown Rd,312SM06xx,34.93232,-120.55531,NAD83
Orestimba Creek above confluence of San Joaquin River,541OC0001,37.41944,-121.0025,NAD83
Orestimba Creek above Hwy 33,541OC0008,37.37694,-121.05861,NAD83
Orestimba Creek above Kilburn Rd.,541OC0005,37.39833,-121.03389,NAD83
Orestimba Creek above Morris Rd.,541OC0006,37.38917,-121.04278,NAD83
Orestimba Creek above Orestimba Rd.,541OC0010,37.31889,-121.12167,NAD83
Orestimba Creek above River Rd.,541OC0003,37.41306,-121.01639,NAD83
Orestimba Creek at Orestimba Nursery,541OC0004,37.40528,-121.02444,NAD83
Orestimba Creek below Anderson Rd.,541OC0009,37.36472,-121.0625,NAD83
Orestimba Creek below River Rd.,541OC0002,37.42,-121.00583,NAD83
Orestimba Creek Off Crows Landing Rd. at Kaminska Residence,541OC0007,37.38306,-121.05,NAD83
Pleasant Grove Creek ~0.3mi above Kaseberg Creek,519PGCR04,38.79484,-121.35876,NAD83
Pleasant Grove Creek ~0.4mi below Hwy 65,519PGCR01,38.80584,-121.30639,NAD83
Pleasant Grove Creek SF ~1.5mi above confluence,519PGCR19,38.79047,-121.33415,NAD83
Oso Flaco Creek below Little Oso Flaco Cr.,312SM10xx,35.02736,-120.60011,NAD83
Oso Flaco Creek downstream of Rte 1,312SM12xx,34.9949,-120.57779,NAD83
Oso Flaco Creek upstream of Oso Flaco Lake Rd,312SM11xx,35.01407,-120.58594,NAD83
Branciforte Creek at Creekside Ln,304RRBRA38,36.996117,-122.012009,NAD83
Pleasant Grove Creek ~0.8mi above Fiddyment Rd.,519PGCR03,38.80143,-121.33968,NAD83
Pleasant Grove Creek ~1.2mi above Fiddyment Rd.,519PGC09A,38.80153,-121.33631,NAD83
Pleasant Grove Creek ~1.7mi above Fiddyment Rd.,519PGCR02,38.80235,-121.3295,NAD83
Pleasant Grove Creek at Fifield Rd,519PGCR07,38.80861,-121.49616,NAD83
Pleasant Grove Creek at Brewer Rd,519PGCR06,38.81289,-121.45128,NAD83
Corralitos Creek at Browns Valley Rd,305RRCOR24,36.98921,-121.80252,NAD83
Pleasant Grove Creek at Pettigrew Rd.,519PGCR05,38.81219,-121.42471,NAD83
Pleasant Grove Creek SF ~0.3mi above Foothills Blvd,519PGC22A,38.77078,-121.30962,NAD83
Pleasant Grove Creek SF ~0.8mi above confluence,519PGCR18,38.7947,-121.34605,NAD83
Pleasant Grove Creek SF above Diamond Oaks Rd.,519PGCR21,38.76932,-121.29945,NAD83
San Bernardo Creek at San Bernardo Creek Rd-178,310RRCHO178,35.37687,-120.79071,NAD83
San Lorenzo at Main Stem 1,304RRSLZ14,37.125807,-122.11897,NAD83
Pleasant Grove Creek SF above Foothills Blvd,519PGCR20,38.77,-121.3135,NAD83
Pleasant Grove Creek SF above Sierra View Country Club,519PGCR22,38.76616,-121.2835,NAD83
Pleasant Grove Creek Trib 2 ~0.2mi above mainstem,519PGCR09,38.80407,-121.32832,NAD83
Salt Slough Downstream of Hw 165,541SS1xxx,37.24833,-120.85333,NAD83
Pleasant Grove Creek Trib 1 ~0.2mi above mainstem,519PGCR08,38.80276,-121.33842,NAD83
Salt Slough Above Wolfsen Rd.,541SS3xxx,37.15917,-120.81222,NAD83
Salt Slough Below Hereford Rd.,541SS4xxx,37.13917,-120.76778,NAD83
Salt Slough Palazzo Rd. Below Turner Island Rd.,541SS5xxx,37.12917,-120.70778,NAD83
Salt Slough San Luis Nat. Wildlife Ref. near fishing access,541SS2xxx,37.19972,-120.82583,NAD83
Santa Maria River near mouth 1,312SM01xx,34.96109,-120.64735,NAD83
Santa Maria River near mouth 2,312SM02xx,34.96013,-120.64289,NAD83
Solomon/Orcutt Creek downstream of Rte 1,312SM05xx,34.94114,-120.57584,NAD83
Solomon/Orcutt Creek upstream of sand plant,312SM04xx,34.94854,-120.61559,NAD83
Stanislaus River at Horseshoe Bend Recreation Area,535SR4xxx,37.80611,-120.72028,NAD83
Stanislaus River at Jacob Myer Park,535SR1xxx,37.742,-120.94015,NAD83
Stanislaus River at Oakdale Recreation Area,535SR2xxx,37.77111,-120.86833,NAD83
Stanislaus River below Goodwin Dam,534SR6xxx,37.85833,-120.63556,NAD83
Tuolumne River at Geer Rd.,535TR4xxx,37.61806,-120.84917,NAD83
Tuolumne River at Peoples Park,535TR2xxx,37.612500000000004,-121.03833,NAD83
Tuolumne River at Roberts Ferry,535TR6xxx,37.63584,-120.61782,NAD83
Tuolumne River at Tuolumne River Lodge,535TR3xxx,37.62167,-120.95056,NAD83
Tuolumne River at Waterford Rd.,535TR5xxx,37.635,-120.75889,NAD83
Unamed tributary to Solomon/Orcutt Creek,312SM03xx,34.95698,-120.60766,NAD83
Alameda Creek above Div. Dam nr. Sunol,204AMCADD,37.4974,-121.7736,NAD83
Arroyo Seco nr. Pasadena,412ARSNPD,34.2222,-118.1776,NAD83
Arroyo Trabuco above Del Obispo st.,901ATCDOS,33.49825,-117.66601,NAD83
City Creek near Highland,801CTCNHL,34.1439,-117.1887,NAD83
Cull Creek above Cull C. Res. nr. Castro Valley,204CLCACR,37.7177,-122.0544,NAD83
Kelsey Creek nr. Kelseyville,513KSCAKV,38.9274,-122.8436,NAD83
Lopez Creek nr. Arroyo Grande,310LPCNAG,35.2355,-120.4724,NAD83
Matilija Creek nr. Res. nr. Matilija Hot Springs,402MJCMHS,34.5028,-119.3573,NAD83
Piru Creek above Frenchmans Flat,403PRCAFF,34.6308,-118.7484,NAD83
Piru Creek below Santa Felicia Dam,403PRCSFD,34.4603,-118.752,NAD83
Plunge Creek nr. East Highlands,801PNCEHL,34.1193,-117.1417,NAD83
San Antonio River nr. Lockwood,309SARNLW,35.8966,-121.0882,NAD83
Santa Ynez River at Solvang,314SYRASV,34.585,-120.1446,NAD83
Tahquitz Creek nr. Palm Springs,719TQCNPS,33.805,-116.5592,NAD83
Waterman Cyn. Creek nr. Arrowhead Spgs.,801WCCAHS,34.1933,-117.2745,NAD83
Ash Slough @ Ave 21,545XASAAT,37.05448,-120.41575,NAD27
August Road Drain upstream of Crows Landing Bridge (Hogin Rd),535XARDCL,37.43113,-120.99371,NAD27
Bear Creek @ Kibby Rd,535XBCAKR,37.3123,-120.41535,NAD83
Berenda Slough @ Rd 19,545XBSARN,37.1214,-120.20206,NAD83
Berenda Slough along Ave 18 1/2,545XBSAAE,37.0182,-120.3265,NAD27
Black Rascal Creek @ Yosemite Rd,535BRCAYR,37.33202,-120.39435,NAD83
Cottonwood Creek @ Rd 20,545XCCART,36.8686,-120.1818,NAD27
Love Creek 5,304RRLC5,37.099101,-122.086424,NAD83
Cottonwood Creek at Highway 145,545XCCAHO,36.9002,-120.05545,WGS84
Deadman Creek (Dutchman) @ Gurr Rd,535XDCAGR,37.19514,-120.56147,NAD83
Deadman Creek @ Hwy 59,535DMCAHF,37.19755,-120.48763,NAD83
San Lorenzo at Main Stem 4,304RRSLZ17,37.106103447,-122.103980431,NAD83
Dry Creek @ Rd 18,545XDCARE,36.9818,-120.22056,WGS84
Dry Creek @ Rd 28 1/2,545XDCATE,37.06785,-120.0292,NAD83
Dry Creek @ Wellsford Rd,535XDCAWR,37.66,-120.87526,NAD83
Dry Creek at Road 22,545XDCART,37.00574,-120.14706,WGS84
Dry Creek at Waterford,535XDCWF,37.65876,-120.77887,WGS84
Duck Slough @ Hwy 59,535XDSHFN,37.23447,-120.4881,NAD83
Duck Slough @ Hwy 99,535XDSAHN,37.25031,-120.41043,NAD83
Duck Slough @ Whealan Rd,535XDSAWH,37.26149,-120.34325,NAD83
Hatch Drain @ Tuolumne Rd,535XHDATR,37.514984,-121.012291,NAD83
Highline Canal @ Hwy 99,535XHCHNN,37.41254,-120.75941,NAD83
Highline Canal @ Lombardy Rd,535XHCALR,37.45547,-120.72181,NAD83
"Chorro Creek above Ecological Reserve, ~0.3mi above San Luisito Creek",310CER,35.34738,-120.77304,NAD83
Chorro Creek at Chorro Creek Rd,310CCR,35.3246,-120.73591,NAD83
Coon Creek at Pecho Valley Road,310COO,35.25475698,-120.88549,NAD83
Hilmar Drain @ Central Ave,535XHDACA,37.39058,-120.9582,NAD27
Hilmar Drain @ Mitchell Rd,535XHDAMR,37.39068,-120.94087,NAD83
Jones Drain @ Oakdale Rd,535XJDAOR,37.44951,-120.60069,NAD27
Livingston Drain @ Robin Ave,535XLDARA,37.31693,-120.74229,WGS84
Lone Willow Slough @ Madera Ave,545XLWSMA,36.8603,-120.37493,NAD27
Mattos Drain @ Range Rd,535XMDARD,37.242,-120.6149,NAD27
Merced River @ Santa Fe,535XMRSFD,37.42705,-120.67353,NAD83
Miles Creek @ Reilly Rd,535XMCARR,37.2583,-120.47524,NAD83
Mustang Creek @ East Ave,535XMCAEA,37.4918,-120.6839,NAD27
North Slough @ Hwy 59,535XNSHFN,37.22771,-120.488,NAD83
Prairie Flower Drain @ Crows Landing Rd,535XPFDCL,37.44187,-121.00331,NAD83
Prairie Flower Drain at Morgan Road,535XPFDMR,37.43785,-120.97566,WGS84
Reclamation Drain @ Williams Ave,535XRDAWA,37.39072,-120.94085,NAD83
Silva Drain @ Meadow Dr,535XSDAMD,37.42919,-120.62605,NAD27
Westport Drain @ Vivian Rd,535XWDAVR,37.53682,-121.04861,WGS84
South Slough @ Quinley Rd,535XSSAQR,37.26983,-120.59711,WGS84
Dry Creek @ Oakdale Rd,535DCAORD,37.46047,-120.6153,NAD83
Howard Lateral @ Hwy 140,535XHLAHO,37.3079,-120.782,NAD27
Lateral 2 1/2 near Keyes Rd,535LTHNKR,37.54766,-121.08509,NAD83
Mootz Drain @ Langworth Rd,535XMDALR,37.70582,-120.89303,NAD27
Mootz Drain downstream of Langworth Pond,535XMDDLP,37.70539,-120.89569,NAD83
Lateral 3 along East Taylor Rd,535LTAETR,37.53673,-120.9841,NAD83
McCoy Lateral @ Hwy 140,535XMLAHO,37.30968,-120.78771,NAD83
Sonoma Creek just upstream of Fisher Creek Confluence,206SON210b,38.404691321,-122.551370477,WGS84
Petaluma River - Just downstream of Corona Rd Bridge,206PET315,38.26098,-122.65982,WGS84
Sonoma Creek at Hwy 121 bridge,206SON010,38.240496,-122.45127,NAD83
Sacramento River at Veterans Bridge-03SWSBIO-519ST1309,519ST1309,38.67468,-121.62751,WGS84
Rodden Creek @ Rodden Rd,535XRCARD,37.79053,-120.80886,NAD83
South Delta Subregion - Sout-007,Sout-007,37.9976542763999,-121.410041168,NAD83
South Delta Subregion - Sout-012,Sout-012,38.1000737908999,-121.488692361,NAD83
Lindsey Slough_510ST0787_03SWSBIO-510ST0787,510ST0787,38.2594,-121.7659,NR
Levee Drain @ Carpenter Rd,535XLDACR,37.48062,-121.03106,NAD83
Canal Creek @ West Bellevue Rd,535CCAWBR,37.3609,-120.5494,NAD83
Lateral 5 1/2 @ South Blaker Rd,535LFHASB,37.45827,-120.9673,NAD83
Lateral 6 and 7 @ Central Ave,535LSSACA,37.39779,-120.9596,NAD83
Lower Stevinson @ Faith Home Rd,535LSAFHR,37.37248,-120.92324,NAD83
Unnamed Drain @ Hogin Rd,535XUDAHR,37.4312,-120.99475,NAD83
Dry Creek @ Church St,535XDCCHS,37.66674,-120.89822,NAD83
Merced River @ Oakdale Rd,535XMRAOR,37.45417,-120.60778,NAD83
Unnamed Drain @ Hwy 140,535XUDAHO,37.313306,-120.892176,NAD83
Mustang Creek at Oakdale Road,535XMCAOR,37.49965,-120.66377,NAD83
Burnett Lateral @ 28 Mile Rd,535BLATMR,37.80336,-120.84071,NAD83
Clear Creek below Sly Park Bridge,532CLE001,38.68501,-120.64806,NAD83
Carneros Creek at Blohm Road,306-CARNE-36,36.860036,-121.740031,WGS84
Carneros Creek at exit from TM Ranch wetland,306-CARNE-33,36.86196,-121.72268,WGS84
Carneros Creek at Johnson Road,306-CARNE-31,36.8606,-121.7076,WGS84
Carneros Creek at mid entry to wetland,306-CARNE-32,36.8614,-121.7168,WGS84
"Carneros Creek- Sill Road, road flow",306-CARNE-33A,36.8618,-121.7226,WGS84
Corn Cob Canyon Creek/Watsonville Creek,306-CORNC-31,36.873825,-121.745219,WGS84
Triple M Ranch lower Pond A in Area 1,306-POND-A,36.86321,-121.721789,NR
Triple M Ranch lower Pond B in Area 1,306-POND-B,36.862764,-121.721297,NR
Triple M Ranch lower Pond C in Area 1,306-POND-C,36.862318,-121.721994,NR
Triple M Ranch lower Pond D in Area 2,306-POND-D,36.861297,-121.721659,NR
Triple M Ranch lower Pond E in Area 2,306-POND-E,36.86088,-121.721432,NR
Triple M Ranch lower Pond F in Area 2,306-POND-F,36.86061,-121.72095,NR
Triple M Ranch lower Pond G in Area 2,306-POND-G,36.861257,-121.720762,NR
Triple M Ranch lower Pond H in Area 2,306-POND-H,36.861222,-121.720132,NR
Triple M Ranch lower Pond I in Area 2,306-POND-I,36.860624,-121.719662,NR
Triple M Ranch lower Pond J in Area 2,306-POND-J,36.861194,-121.719327,NR
Triple M Ranch lower Pond K in Area 2,306-POND-K,36.860707,-121.71901,NR
Triple M Ranch upper Pond N in Area 5,306-POND-N,36.859969,-121.714595,NR
Triple M Ranch upper Pond O in Area 5,306-POND-O,36.859676,-121.714775,NR
Triple M Ranch upper Pond R in Area 5,306-POND-R,36.858455,-121.712632,NR
Triple M Ranch upper Pond S in Area 5,306-POND-S,36.859497,-121.711927,NR
Triple M Ranch upper Pond W in Area 5,306-POND-W,36.855093,-121.712936,NR
Carmel River @ Schulte Road - upstream,307-CARME-366,36.525122,-121.831208,NR
Carmel River at Cachuaga Community Center,307-CARME-31,36.399206981,-121.660468,NR
Carmel River at Hwy 1 MBNMS,307-CARME-38,36.536375981,-121.911678,NR
Carmel River at Rosie's Bridge,307-CARME-33,36.474358981,-121.727515,NR
Carmel River at Schulte Road MBNMS,307-CARME-36,36.52545,-121.831448,NR
Ash Creek Wildlife Area,526ASHDWx,41.149653,-121.066738,NAD83
Bobelaine Preserve,515BOBDWx,38.93232,-121.590638,NAD83
Cosumnes River Preserve,531COSDWx,38.271325,-121.382897,NAD83
Fall River Golf Course,526FRGDWx,40.99526,-121.450063,NAD83
HP Pond,519HPPDWx,38.784948,-121.326834,NAD83
Kahle Dr. pond,000KAHDWx,38.972041,-119.937349,NAD83
Kings Beach pond,634KINDWx,39.239846,-120.039784,NAD83
Lake Tahoe Golf Course pond,634LTGDWx,38.868932,-120.015423,NAD83
Manabe Phase 3,305MANDWx,36.905082,-121.773427,NAD83
Marshall Pond,105MARDWx,41.5245,-124.050122,NAD83
Mendocino College Pond,114MENDWx,39.187459,-123.22729,NAD83
Roseville Stormwater Pond,519ROSDWx,38.742595,-121.227799,NAD83
Simpson University pond,508SIMDWx,40.615808,-122.330666,NAD83
Upper Bear Creek,526BEADWx,41.191094,-121.707249,NAD83
Stone Lakes,510STODWx,38.414766,-121.495848,NAD83
Arroyo Seco Creek ~2.1 miles upstream from Gould Mesa Campgroud.,412WE0552,34.23908,-118.1806,NAD83
Cold Creek ~0.2 miles upstream from the Santa Ana River.,801WE0550,34.16471,-116.9744,NAD83
